id,occurrence_id,last_modified,callnumber,title,scientificname,collector,collecting_date,latitude,longitude,datum,geographic_continent,geographic_country,geographic_stateprovince,geographic_county,geographic_municipality,geographic_locality,common_name,type,format,era,geographic_culture,identified_by,identification_references,previous_identifications,associated_references
4375494,urn:uuid:d4ca3c18-a769-4186-bbee-30701eed4e6f,2019-01-11T23:19:15.000Z,YPM IZ 100617,"Alitta virens; YPM IZ 100617; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; Scraped off floating dock on northeast side; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Alitta virens,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.242,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",Scraped off floating dock on northeast side,marine bristleworms; segmented worms; animals,,,,,Eric A. Lazo-Wasem,,Alitta virens,Det. by: Eric A. Lazo-Wasem
4378878,urn:uuid:7a68bda1-df36-4ef7-97df-1c6c48018770,2019-01-11T23:19:15.000Z,YPM IZ 101037,"Alitta virens; YPM IZ 101037; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; North East side along the shore near the docks; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Alitta virens,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.242,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",North East side along the shore near the docks,marine bristleworms; segmented worms; animals,,,,,Eric A. Lazo-Wasem,,Alitta virens,Det. by: Eric A. Lazo-Wasem 2017
4418182,urn:uuid:024153d9-f1b6-4c50-8aa2-298fc9dc13c9,2019-01-11T23:19:15.000Z,YPM IZ 102067,Amphibalanus cf. subalbidus; YPM IZ 102067; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; L. E. Elder and party; 2017-06/2017-09,Amphibalanus cf. subalbidus,L. E. Elder and party,2017-06/2017-09,,,,North America,USA,Connecticut,,,,acorn barnacles; barnacles; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Amphibalanus cf. subalbidus,Det. by: Eric A. Lazo-Wasem 2017
4418017,urn:uuid:e848995f-676f-4843-9173-9baec006f806,2019-05-08T19:56:11.000Z,YPM IZ 102063,"Amphibalanus eburneus; YPM IZ 102063; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; Scraped off floating dock on northeast side; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Amphibalanus eburneus,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.242,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",Scraped off floating dock on northeast side,acorn barnacles; barnacles; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Amphibalanus eburneus,Det. by: Eric A. Lazo-Wasem 2017
4370581,urn:uuid:b7e3f7c6-f681-4be6-96f9-42b6426fcb8d,2019-01-11T23:19:15.000Z,YPM IZ 099159,"Amphiporus cruentatus; YPM IZ 099159; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Collection below low tide line along beach and western breakwall rocks; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; 2017-07-12",Amphiporus cruentatus,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.",7/12/2017,41.2475,-72.9039,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Collection below low tide line along beach and western breakwall rocks,enoplan nemertines; ribbon worms; animals,,,,,Eric A. Lazo-Wasem,,Amphiporus cruentatus,Det. by: Eric A. Lazo-Wasem 2017
4371432,urn:uuid:79077ade-221a-4288-94e1-63c94e180a2d,2019-01-11T23:19:15.000Z,YPM IZ 099593,"Amphiporus; YPM IZ 099593; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; 2017-07-18",Amphiporus,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.",7/18/2017,41.286322,-72.923711,,North America,USA,Connecticut,New Haven County,New Haven,"Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial",enoplan nemertines; ribbon worms; animals,,,,,Eric A. Lazo-Wasem,,Amphiporus,Det. by: Eric A. Lazo-Wasem 2017
4371801,urn:uuid:c7f090a6-3753-4c2a-ab92-cca0e2925595,2017-09-05T16:57:11.000Z,YPM IZ 099800,"Amphiporus; YPM IZ 099800; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; 2017-07-18",Amphiporus,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.",7/18/2017,41.286322,-72.923711,,North America,USA,Connecticut,New Haven County,New Haven,"Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial",enoplan nemertines; ribbon worms; animals,,,,,,,Amphiporus,
4381049,urn:uuid:670973e1-e9a3-4cc0-8a3f-85c65ab4f08e,2019-01-11T23:19:15.000Z,YPM IZ 101234,"Amphitrite ornata; YPM IZ 101234; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Yale Coastal Field Station; Elder, L. E.; Culligan, C. R.; Boardman, R. E.; 2017-08-09",Amphitrite ornata,"Elder, L. E.; Culligan, C. R.; Boardman, R. E.",8/9/2017,41.254,-72.73,,North America,USA,Connecticut,New Haven County,"Branford, Yale Coastal Field Station",,marine bristleworms; segmented worms; animals,,,,,Eric A. Lazo-Wasem,,Amphitrite ornata,Det. by: Eric A. Lazo-Wasem 2017
4382827,urn:uuid:8602a5d1-c089-4f36-8654-368193340431,2019-01-11T23:19:15.000Z,YPM IZ 101395,"Ampithoe longimana; YPM IZ 101395; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; Ekman grad from the floating dock at Outer Island; Elder, L. E.; Culligan, C. R.; Boardman, R. E.; 2017-08-09",Ampithoe longimana,"Elder, L. E.; Culligan, C. R.; Boardman, R. E.",8/9/2017,41.24236,-72.7599,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",Ekman grad from the floating dock at Outer Island,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe longimana,Det. by: Eric A. Lazo-Wasem 2017
4384079,urn:uuid:7a1e349c-3fba-4eae-ab2b-363ba15c86a1,2019-01-11T23:19:15.000Z,YPM IZ 101835,"Ampithoe longimana; YPM IZ 101835; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank; Small park next to Noank Historical Society at end of Main Street; Rojas, L. M.; Boardman, R. E.; 2017-08-15",Ampithoe longimana,"Rojas, L. M.; Boardman, R. E.",8/15/2017,41.325261,-71.984478,,North America,USA,Connecticut,New London County,"Groton, Noank",Small park next to Noank Historical Society at end of Main Street,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe longimana,Det. by: Eric A. Lazo-Wasem 2017
4388649,urn:uuid:facf8341-bd64-40c1-9c8e-a41c8c9a8bfb,2019-01-11T23:19:15.000Z,YPM IZ 101888,"Ampithoe longimana; YPM IZ 101888; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank Shipyard; Floating dock at end of ramp next to beach area. Scraping of dock and buoy; Rojas, L. M.; Boardman, R. E.; 2017-08-24",Ampithoe longimana,"Rojas, L. M.; Boardman, R. E.",8/24/2017,41.320144,-71.988603,,North America,USA,Connecticut,New London County,"Groton, Noank Shipyard",Floating dock at end of ramp next to beach area. Scraping of dock and buoy,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe longimana,Det. by: Eric A. Lazo-Wasem 2017
4388648,urn:uuid:dbe361c1-76c4-4b41-9975-3a780286b650,2019-01-11T23:19:15.000Z,YPM IZ 101889,"Ampithoe longimana; YPM IZ 101889; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank Shipyard; Floating dock at end of ramp next to beach area. Scraping of dock and buoy; Rojas, L. M.; Boardman, R. E.; 2017-08-24",Ampithoe longimana,"Rojas, L. M.; Boardman, R. E.",8/24/2017,41.320144,-71.988603,,North America,USA,Connecticut,New London County,"Groton, Noank Shipyard",Floating dock at end of ramp next to beach area. Scraping of dock and buoy,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe longimana,Det. by: Eric A. Lazo-Wasem 2017
4363755,urn:uuid:b86f980d-d8ed-4d75-94a5-5119c0eb8f14,2019-01-11T23:19:15.000Z,YPM IZ 097011,"Ampithoe longimana?; YPM IZ 097011; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Tidepools near Bradley Point rocks; Elder, L. E.; Culligan, C. R.; 2017-06-21",Ampithoe longimana?,"Elder, L. E.; Culligan, C. R.",6/21/2017,41.251694,-72.957133,,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",Tidepools near Bradley Point rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe longimana?,Det. by: Eric A. Lazo-Wasem 2017
4363756,urn:uuid:410a14db-a4d2-4e52-9c57-c2c71ec3763f,2017-09-01T15:01:29.000Z,YPM IZ 097010,"Ampithoe valida; YPM IZ 097010; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Tidepools near Bradley Point rocks; Elder, L. E.; Culligan, C. R.; 2017-06-21",Ampithoe valida,"Elder, L. E.; Culligan, C. R.",6/21/2017,41.251694,-72.957133,,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",Tidepools near Bradley Point rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,,,Ampithoe valida,
4363006,urn:uuid:c55622ff-bb3e-4d47-918a-74e53fb62627,2019-01-11T23:19:15.000Z,YPM IZ 097158,"Ampithoe valida; YPM IZ 097158; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Tidepools near Bradley Point rocks; Elder, L. E.; Culligan, C. R.; 2017-06-21",Ampithoe valida,"Elder, L. E.; Culligan, C. R.",6/21/2017,41.251694,-72.957133,,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",Tidepools near Bradley Point rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4366561,urn:uuid:4e6b21f1-a519-484b-8bd3-0ea3a1b8a7ce,2019-01-11T23:19:15.000Z,YPM IZ 098016,"Ampithoe valida; YPM IZ 098016; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks; Elder, L. E.; Culligan, C. R.; 2017-07-05",Ampithoe valida,"Elder, L. E.; Culligan, C. R.",7/5/2017,72.904255,-41.247607,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4366560,urn:uuid:daf836a5-e655-4227-acf8-cab4c034f8f6,2019-01-11T23:19:15.000Z,YPM IZ 098017,"Ampithoe valida; YPM IZ 098017; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks; Elder, L. E.; Culligan, C. R.; 2017-07-05",Ampithoe valida,"Elder, L. E.; Culligan, C. R.",7/5/2017,72.904255,-41.247607,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4367004,urn:uuid:f0995fc6-4946-4279-b60e-281bfb073973,2019-01-11T23:19:15.000Z,YPM IZ 098089,"Ampithoe valida; YPM IZ 098089; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks; Elder, L. E.; Culligan, C. R.; 2017-07-05",Ampithoe valida,"Elder, L. E.; Culligan, C. R.",7/5/2017,72.904255,-41.247607,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4368810,urn:uuid:224028a9-c62c-494d-a5f0-1df306e1becc,2019-01-11T23:19:15.000Z,YPM IZ 098628,"Ampithoe valida; YPM IZ 098628; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Collection along shore near the lighthouse and on western breakwall rocks; Elder, L. E.; Rojas, L. M.; 2017-07-10",Ampithoe valida,"Elder, L. E.; Rojas, L. M.",7/10/2017,75.9042,-41.2475,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Collection along shore near the lighthouse and on western breakwall rocks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4372103,urn:uuid:997ccf64-790f-4ba9-be74-a76afacf2b6e,2019-01-11T23:19:15.000Z,YPM IZ 099717,"Ampithoe valida; YPM IZ 099717; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; 2017-07-18",Ampithoe valida,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.",7/18/2017,41.286322,-72.923711,,North America,USA,Connecticut,New Haven County,New Haven,"Long Wharf, along the marsh grass and fresh water drainage behind Vietnam Memorial",gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4375464,urn:uuid:900c3051-52a3-4ac0-9156-5c207a574782,2019-01-11T23:19:15.000Z,YPM IZ 100621,"Ampithoe valida; YPM IZ 100621; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; North East side along the shore near the docks; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Ampithoe valida,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.242,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",North East side along the shore near the docks,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4376206,urn:uuid:6a9c81a4-5253-48a7-b83c-83aded6912c7,2019-01-11T23:19:15.000Z,YPM IZ 100730,"Ampithoe valida; YPM IZ 100730; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; Scraped off floating dock on northeast side; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Ampithoe valida,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.242,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",Scraped off floating dock on northeast side,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4384276,urn:uuid:2aefc3b5-10c6-46b8-8fe9-288b0f50393e,2019-01-11T23:19:15.000Z,YPM IZ 101836,"Ampithoe valida; YPM IZ 101836; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank; Small park next to Noank Historical Society at end of Main Street; Rojas, L. M.; Boardman, R. E.; 2017-08-15",Ampithoe valida,"Rojas, L. M.; Boardman, R. E.",8/15/2017,41.325261,-71.984478,,North America,USA,Connecticut,New London County,"Groton, Noank",Small park next to Noank Historical Society at end of Main Street,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4386750,urn:uuid:96d21dfe-b4e1-48e6-9cb9-70694a9df3f9,2019-01-11T23:19:15.000Z,YPM IZ 101850,"Ampithoe valida; YPM IZ 101850; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank Shipyard; Beach area next to ramp leading to floating dock; Rojas, L. M.; Boardman, R. E.; 2017-08-24",Ampithoe valida,"Rojas, L. M.; Boardman, R. E.",8/24/2017,41.320406,-71.988728,,North America,USA,Connecticut,New London County,"Groton, Noank Shipyard",Beach area next to ramp leading to floating dock,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Ampithoe valida,Det. by: Eric A. Lazo-Wasem 2017
4388840,urn:uuid:44e20b2d-7428-446f-9d88-14bd33465667,2017-09-01T11:34:24.000Z,YPM IZ 101896,"Ampithoe valida; YPM IZ 101896; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Groton, Noank Shipyard; Floating dock at end of ramp next to beach area. Scraping of dock and buoy; Rojas, L. M.; Boardman, R. E.; 2017-08-24",Ampithoe valida,"Rojas, L. M.; Boardman, R. E.",8/24/2017,41.320144,-71.988603,,North America,USA,Connecticut,New London County,"Groton, Noank Shipyard",Floating dock at end of ramp next to beach area. Scraping of dock and buoy,gammaridean amphipods; amphipods; malacostracans; crustaceans; arthropods; animals,,,,,Lourdes M. Rojas,,Ampithoe valida,Det. by: Lourdes M. Rojas 2017
4369176,urn:uuid:52782333-2b55-4d19-b5e2-3c4ab1d0768e,2017-09-01T10:29:58.000Z,YPM IZ 098577,"Anadara transversa; YPM IZ 098577; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, Lighthouse Point; Collection along shore near the lighthouse and on western breakwall rocks; Elder, L. E.; Rojas, L. M.; 2017-07-10",Anadara transversa,"Elder, L. E.; Rojas, L. M.",7/10/2017,75.9042,-41.2475,,North America,USA,Connecticut,New Haven County,"New Haven, Lighthouse Point",Collection along shore near the lighthouse and on western breakwall rocks,bivalves; molluscs; animals,,,,,Casey R. Culligan,,Anadara transversa,Det. by: Casey R. Culligan 2017
4377839,urn:uuid:fb1fd8b8-4fae-404d-abb8-717167906b86,2017-09-07T11:49:22.000Z,YPM IZ 100982,"Anadara transversa; YPM IZ 100982; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Outer Island; Southwest side of island along shore and in tide pools; Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.; 2017-07-27",Anadara transversa,"Elder, L. E.; Culligan, C. R.; Rojas, L. M.; Palffy-Muhoray, N. M.",7/27/2017,41.241,-72.76,,North America,USA,Connecticut,New Haven County,"Branford, Outer Island",Southwest side of island along shore and in tide pools,bivalves; molluscs; animals,,,,,Casey R. Culligan,,Anadara transversa,Det. by: Casey R. Culligan 2017
